,name,youtube,avg_hashtag,avg_comment,avg_self_comment,post_interval,ppl_img_ratio,comment_user_num,lang_ratio
106,wt830,UCbOwqHbQf0uspeRe7lY8e6Q,0,23.9,0,0.285714286,0.4,"{'comment1': 259, 'comment2': 37, 'comment3': 4, 'comment4': 0, 'comment5': 1, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}","{'ko': '92.86', 'emoji': '7.14'}"
107,koon1716,UCbfRcXCHe5I2RI6F8XIUQng,0.6,9.1,10.6,0.526315789,0.46,"{'comment1': 38, 'comment2': 9, 'comment3': 4, 'comment4': 2, 'comment5': 0, 'comment6': 1, 'comment7': 0, 'comment8': 0, 'comment9': 1, 'comment10': 0, 'over_10': 0}","{'ko': '83.52', 'emoji': '16.48'}"
108,yyyyyyyyyyhk,UCdpeN8LUQJlDDbRZQTWJBmA,0.5,8,44.1,0.833333333,0.8,"{'comment1': 64, 'comment2': 8, 'comment3': 1, 'comment4': 0, 'comment5': 0, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}","{'ko': '97.00', 'emoji': '3.00'}"
109,elina_4_22,UCdqBpUglsQXOL3aBJpxnIIw,0,186.8,0,0.909090909,0.79,"{'comment1': 1141, 'comment2': 158, 'comment3': 48, 'comment4': 23, 'comment5': 11, 'comment6': 9, 'comment7': 4, 'comment8': 1, 'comment9': 1, 'comment10': 1, 'over_10': 1}","{'ko': '69.27', 'emoji': '30.73'}"
110,health__keeper,UCdtRAcd3L_UpV4tMXCw63NQ,2.2,0.7,1.9,1,0.5,"{'comment1': 5, 'comment2': 0, 'comment3': 0, 'comment4': 0, 'comment5': 0, 'comment6': 0, 'comment7': 1, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'emoji': '58.33', 'ko': '41.67'}"
111,yonkotv,UCelPbnoAuzgRDFJAsJ4Du7A,4.2,16.3,17.5,0.277777778,0.44,"{'comment1': 76, 'comment2': 20, 'comment3': 2, 'comment4': 5, 'comment5': 3, 'comment6': 2, 'comment7': 1, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}",{'ko': '100.00'}
112,xx_jdh,UCexnMWt_GyyAIkLCn7x36nw,1.5,11.1,110,0.217391304,0.91,"{'comment1': 60, 'comment2': 8, 'comment3': 4, 'comment4': 1, 'comment5': 1, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}","{'ko': '92.13', 'emoji': '7.87'}"
113,youlakk,UCgDlijNPh7yHQNv0YdL11fQ,0.1,75.2,1.6,0.909090909,1,"{'comment1': 582, 'comment2': 71, 'comment3': 13, 'comment4': 2, 'comment5': 3, 'comment6': 0, 'comment7': 1, 'comment8': 0, 'comment9': 1, 'comment10': 0, 'over_10': 0}","{'ko': '98.00', 'emoji': '2.00'}"
114,ryuseok_bike,UCgES377cbdgiVbLUHjHo9aA,2.3,8.2,0,0.909090909,0.22,"{'comment1': 35, 'comment2': 10, 'comment3': 5, 'comment4': 2, 'comment5': 0, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}","{'ko': '75.49', 'emoji': '24.51'}"
115,englishinkorean,UCgcJ1AA_mprxc-m9iHYdrDQ,7.5,35.8,55.2,0.0490196078,0.31,"{'comment1': 218, 'comment2': 32, 'comment3': 8, 'comment4': 6, 'comment5': 2, 'comment6': 1, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}","{'ko': '97.49', 'emoji': '2.51'}"
116,maxtrong_kiho,UChWJavW1PbvAkPTcB06EeIg,13.7,13.8,87,0.434782609,0.38,"{'comment1': 76, 'comment2': 9, 'comment3': 2, 'comment4': 1, 'comment5': 0, 'comment6': 0, 'comment7': 0, 'comment8': 1, 'comment9': 0, 'comment10': 0, 'over_10': 1}",{'ko': '100.00'}
117,minhotaurs,UCiiC3grOarOVIg5LZgXJnWw,2.7,7.8,73.3,0.027027027,0.41,"{'comment1': 33, 'comment2': 4, 'comment3': 2, 'comment4': 1, 'comment5': 0, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}","{'ko': '98.72', 'emoji': '1.28'}"
118,life.kimiforest,UCip2Wb2oWTMVvCaVPherr3Q,2.3,2.5,34.1,0.196078431,0.09,"{'comment1': 15, 'comment2': 2, 'comment3': 2, 'comment4': 0, 'comment5': 0, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '96.00', 'emoji': '4.00'}"
119,asmrsoupe,UCjCDp8b2wtGIiaC3ZqKomSQ,2.2,21.6,272.7,0.0384615385,0.13,"{'comment1': 66, 'comment2': 19, 'comment3': 2, 'comment4': 1, 'comment5': 1, 'comment6': 1, 'comment7': 1, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 3}","{'ko': '96.76', 'emoji': '3.24'}"
120,4delight,UCk3bmbMO_M8qrpCFHTU__AA,1.7,3.3,3.2,0.434782609,0.56,"{'comment1': 22, 'comment2': 4, 'comment3': 1, 'comment4': 0, 'comment5': 0, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '96.97', 'emoji': '3.03'}"
121,cornu_ryu,UCkGLGs2ZCNRSlOs9s-8S_qA,1.9,14,0,0.666666667,1,"{'comment1': 83, 'comment2': 12, 'comment3': 4, 'comment4': 1, 'comment5': 0, 'comment6': 0, 'comment7': 1, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}","{'ko': '81.12', 'emoji': '18.88'}"
122,real_quaddurup,UCkQCwnkQfgSuPTTnw_Y7v7w,0.4,71.5,0,0.909090909,0.64,"{'comment1': 381, 'comment2': 73, 'comment3': 19, 'comment4': 5, 'comment5': 7, 'comment6': 4, 'comment7': 2, 'comment8': 1, 'comment9': 4, 'comment10': 3, 'over_10': 1}","{'ko': '96.60', 'emoji': '3.40'}"
123,pik4chu_44,UCkQWAIUktzea2l8xT1GyVSg,0.2,3.2,34.4,0.078125,0.32,"{'comment1': 10, 'comment2': 1, 'comment3': 2, 'comment4': 1, 'comment5': 0, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}",{'ko': '100.00'}
124,acau1197,UCkmzHPB67JpEf2S5Ux9bfDg,1.7,119.6,13.6,0.172413793,0.73,"{'comment1': 454, 'comment2': 120, 'comment3': 45, 'comment4': 29, 'comment5': 15, 'comment6': 8, 'comment7': 6, 'comment8': 0, 'comment9': 7, 'comment10': 1, 'over_10': 1}","{'ko': '96.32', 'emoji': '3.68'}"
125,sojin282,UClSFlUAMQ-Yv002g8LlCqgQ,0.2,20.8,3.6,0.37037037,0.82,"{'comment1': 120, 'comment2': 28, 'comment3': 13, 'comment4': 0, 'comment5': 0, 'comment6': 1, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '90.95', 'emoji': '9.05'}"
126,seoulian.h,UClfR70cO8tFZHNCbBZsMw0Q,5.6,10,26.6,0.25,0.75,"{'comment1': 48, 'comment2': 11, 'comment3': 3, 'comment4': 2, 'comment5': 0, 'comment6': 0, 'comment7': 0, 'comment8': 3, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '96.40', 'emoji': '3.60'}"
127,mjangarax,UCm-4I6ACQ9qFj-M_8xynf5g,0,102.3,0,0.3125,0.92,"{'comment1': 627, 'comment2': 108, 'comment3': 22, 'comment4': 12, 'comment5': 1, 'comment6': 1, 'comment7': 3, 'comment8': 1, 'comment9': 1, 'comment10': 0, 'over_10': 1}","{'ko': '82.50', 'emoji': '17.50'}"
128,snceckie,UCmgRYMK5d65PbjN8qkjAUBA,0.9,3.4,0,0.185185185,0.33,"{'comment1': 18, 'comment2': 5, 'comment3': 2, 'comment4': 0, 'comment5': 0, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '97.06', 'emoji': '2.94'}"
129,psj9434,UCnNfsLEukKS1ExbQ4HyGjBA_1,0.2,14.7,8.3,0.0217391304,0.25,"{'comment1': 124, 'comment2': 5, 'comment3': 3, 'comment4': 1, 'comment5': 0, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '91.84', 'emoji': '8.16'}"
130,mikyungkim_kr,UCnaGfDaiM-pM1l-SXYpq37Q,3.1,34.9,0,1.666666667,0.9,"{'comment1': 215, 'comment2': 32, 'comment3': 7, 'comment4': 5, 'comment5': 0, 'comment6': 0, 'comment7': 1, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}","{'ko': '85.10', 'emoji': '14.90'}"
131,becky.tommy,UCo1FPeP7toPbyxMs18Di0VQ,12.1,16.4,0,0.035335689,0,"{'comment1': 89, 'comment2': 13, 'comment3': 2, 'comment4': 3, 'comment5': 3, 'comment6': 1, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 1, 'over_10': 0}","{'ko': '95.12', 'emoji': '4.88'}"
132,hi_bambigirl,UCoc7dhgfCpAMMB6UNEdTtJQ,1.4,40.3,114.9,0.625,0.91,"{'comment1': 275, 'comment2': 37, 'comment3': 6, 'comment4': 1, 'comment5': 1, 'comment6': 1, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}","{'ko': '96.03', 'emoji': '3.97'}"
133,hoo.4u,UCp94pzrtA5wPyZazbDq0CXA,2.8,15.8,22.2,0.0680272109,0.67,"{'comment1': 71, 'comment2': 18, 'comment3': 7, 'comment4': 1, 'comment5': 1, 'comment6': 1, 'comment7': 1, 'comment8': 1, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '96.20', 'emoji': '3.80'}"
134,redtomatotube,UCqeOY0kedIjM9cfuBes4BSQ,0.7,5.3,0,0.4,0.09,"{'comment1': 31, 'comment2': 5, 'comment3': 1, 'comment4': 1, 'comment5': 1, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '84.91', 'emoji': '15.09'}"
135,owlsreview,UCrBpV_pG2kyMMEHCMTNzjAQ,0.9,3.2,28,0.0434782609,0.3,"{'comment1': 8, 'comment2': 3, 'comment3': 0, 'comment4': 1, 'comment5': 0, 'comment6': 1, 'comment7': 0, 'comment8': 1, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '93.75', 'emoji': '6.25'}"
136,the__scoop,UCrEhjhZS6XUaZQ0_xgKPkRQ,0.2,10.5,37.5,1.428571429,0.58,"{'comment1': 85, 'comment2': 12, 'comment3': 3, 'comment4': 3, 'comment5': 0, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}","{'ko': '96.50', 'emoji': '3.50'}"
137,seon_y_j?hl=en,UCsU2RlGgybcLzfmBqnTx-Rw,0.9,244.9,0,1,0.9,"{'comment1': 1853, 'comment2': 240, 'comment3': 24, 'comment4': 6, 'comment5': 1, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}","{'ko': '98.82', 'emoji': '1.18'}"
138,rheehye,UCse0BZUEgpbPyyt-S9iqttw,5.7,0.7,8.1,0.322580645,0.43,"{'comment1': 4, 'comment2': 0, 'comment3': 1, 'comment4': 0, 'comment5': 0, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}",{'ko': '100.00'}
139,gjqm056,UCtCnnCUn9IDDQRU9_04JD3g,1.4,14.3,10.8,0.4,0.43,"{'comment1': 104, 'comment2': 18, 'comment3': 1, 'comment4': 0, 'comment5': 0, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '93.01', 'emoji': '6.99'}"
140,moayowagon,UCtJpqaQ0XAmX5uYZ48crOdQ,0.4,37.1,8.7,0.0502512563,0.3,"{'comment1': 173, 'comment2': 49, 'comment3': 16, 'comment4': 4, 'comment5': 3, 'comment6': 2, 'comment7': 0, 'comment8': 0, 'comment9': 1, 'comment10': 0, 'over_10': 0}","{'ko': '96.23', 'emoji': '3.77'}"
141,hong_cinema,UCtwxuughKbSAV0e4bnz4ORg,2.4,24.4,358.6,0.04048583,0,"{'comment1': 33, 'comment2': 10, 'comment3': 5, 'comment4': 4, 'comment5': 5, 'comment6': 1, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 2, 'over_10': 2}",{'ko': '100.00'}
142,gagkimminkyoung,UCuLHDMXUqV5JR8Qv-FpwF8g,0,53.5,0,0.120481928,0.67,"{'comment1': 307, 'comment2': 46, 'comment3': 7, 'comment4': 5, 'comment5': 6, 'comment6': 4, 'comment7': 1, 'comment8': 2, 'comment9': 2, 'comment10': 0, 'over_10': 0}","{'ko': '93.08', 'emoji': '6.92'}"
143,videovillage_official,UCuSaFvVbK9QpZlbn8Vf34RA,7,5.2,32,0.714285714,0.48,"{'comment1': 65, 'comment2': 18, 'comment3': 1, 'comment4': 0, 'comment5': 0, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}","{'ko': '96.67', 'emoji': '3.33'}"
144,omarinrainbow,UCvdvPu_7TTcrZz1nGh98Sqg,2.8,25.3,53.7,0.588235294,0.43,"{'comment1': 139, 'comment2': 23, 'comment3': 5, 'comment4': 3, 'comment5': 1, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 2}","{'ko': '93.68', 'emoji': '6.32'}"
145,doyeong__2,UCw_VHcLeiSSXA8SSk0dbwkA,1.1,34.3,165.5,0.23255814,1,"{'comment1': 155, 'comment2': 32, 'comment3': 13, 'comment4': 3, 'comment5': 5, 'comment6': 2, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 1, 'over_10': 1}","{'ko': '91.03', 'emoji': '8.97'}"
146,jaelimize,UCwjC8HF8XvKao88oJdCmJ5Q,1,2.4,206.9,5,0.91,"{'comment1': 3, 'comment2': 1, 'comment3': 0, 'comment4': 0, 'comment5': 0, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}","{'ko': '66.67', 'emoji': '33.33'}"
147,kiddy42815,UCwvuDW6OjHyAcQUms9X31dg,12.2,32.8,25.9,0.625,0.88,"{'comment1': 97, 'comment2': 20, 'comment3': 18, 'comment4': 3, 'comment5': 4, 'comment6': 0, 'comment7': 1, 'comment8': 5, 'comment9': 2, 'comment10': 2, 'over_10': 2}","{'ko': '92.77', 'emoji': '7.23'}"
148,usona_official,UCxeWKVovE_mKNRCwAlpL87A,1.2,76.9,2.8,0.111111111,0.67,"{'comment1': 321, 'comment2': 88, 'comment3': 19, 'comment4': 19, 'comment5': 5, 'comment6': 5, 'comment7': 6, 'comment8': 3, 'comment9': 2, 'comment10': 0, 'over_10': 0}","{'ko': '88.17', 'emoji': '11.83'}"
149,mom_zzz_official,UCxgAdCqJvjvrF7LNqSAgzSg,6.5,14.3,0,0.322580645,0.5,"{'comment1': 84, 'comment2': 12, 'comment3': 7, 'comment4': 1, 'comment5': 2, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '81.12', 'emoji': '18.88'}"
150,bigmintv,UCxmBxNybpaLO7x61dm0oD8w,2,15.7,12,0.208333333,0.38,"{'comment1': 88, 'comment2': 16, 'comment3': 4, 'comment4': 1, 'comment5': 3, 'comment6': 1, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '93.63', 'emoji': '6.37'}"
151,magicianjhl,UCxp9XKFw-lMTlIa_2yrfdqQ,1,19,0,0.416666667,0.67,"{'comment1': 80, 'comment2': 13, 'comment3': 6, 'comment4': 2, 'comment5': 4, 'comment6': 1, 'comment7': 1, 'comment8': 2, 'comment9': 1, 'comment10': 0, 'over_10': 0}","{'ko': '90.53', 'emoji': '9.47'}"
152,twitch.seungdal,UCxx7UvIhPkEQxaplaWS2hLg,0,48.3,0,0.204081633,0.55,"{'comment1': 213, 'comment2': 36, 'comment3': 16, 'comment4': 6, 'comment5': 2, 'comment6': 1, 'comment7': 4, 'comment8': 1, 'comment9': 2, 'comment10': 2, 'over_10': 3}","{'ko': '93.17', 'emoji': '6.83'}"
153,jaykeeout,UCyTQoMLiPfsRLHBJBtMXKYg_1,0.7,18.2,12.6,0.526315789,0.79,"{'comment1': 133, 'comment2': 21, 'comment3': 3, 'comment4': 1, 'comment5': 0, 'comment6': 0, 'comment7': 1, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '88.21', 'emoji': '11.79'}"
154,geekble_easyone,UCyTQoMLiPfsRLHBJBtMXKYg_2,3.4,6.3,60.7,0.769230769,0.73,"{'comment1': 14, 'comment2': 9, 'comment3': 0, 'comment4': 0, 'comment5': 2, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 2}","{'ko': '98.59', 'emoji': '1.41'}"
155,koktv_official,UCybPxZoFDPR1qbN04daAc2g,6.6,3.8,18.4,0.555555556,1,"{'comment1': 22, 'comment2': 2, 'comment3': 0, 'comment4': 0, 'comment5': 1, 'comment6': 0, 'comment7': 1, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '89.47', 'emoji': '10.53'}"
156,8beube8,UCz1A9dqnK1fS0f92OG_voEw,2,72.4,0,0.101010101,0.17,"{'comment1': 242, 'comment2': 71, 'comment3': 37, 'comment4': 11, 'comment5': 11, 'comment6': 7, 'comment7': 3, 'comment8': 4, 'comment9': 0, 'comment10': 1, 'over_10': 2}","{'ko': '96.55', 'emoji': '3.45'}"
157,minni__world,UCzlZ-o36GFz_hTB2br_Noow,1.6,22.7,125.5,0.666666667,0.94,"{'comment1': 56, 'comment2': 16, 'comment3': 7, 'comment4': 1, 'comment5': 0, 'comment6': 2, 'comment7': 1, 'comment8': 0, 'comment9': 2, 'comment10': 1, 'over_10': 1}","{'ko': '96.04', 'emoji': '3.96'}"
158,danse_jin,UCzuVLt12gtYVshSV7s-JfZQ,2,11.8,139.6,0.588235294,0.89,"{'comment1': 63, 'comment2': 10, 'comment3': 7, 'comment4': 1, 'comment5': 1, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}","{'ko': '95.32', 'emoji': '4.68'}"
159,deejaysoda,UCzxwychp2Jv_scCVwPj2Zaw,0,317.3,0,2.5,1,"{'comment1': 2065, 'comment2': 262, 'comment3': 56, 'comment4': 30, 'comment5': 12, 'comment6': 5, 'comment7': 1, 'comment8': 6, 'comment9': 3, 'comment10': 5, 'over_10': 6}","{'ko': '69.56', 'emoji': '30.44'}"
